국가서지번호,출처기관제어번호,자료유형,표제와 책임표시사항,제목,부제목,저자,발행처,발행지역,발행지코드,내용유형,크기,가격,본문언어,분야
NBC202232977,T16537677,시청각자료,타임 투게더 [비디오녹화자료] / Mark Williams 감독,타임 투게더,No data,Williams Mark ;Butler Gerard ;Mol Gretchen ;Brie Alison ;윌리암스 마크 ;버틀러 제라드 ;몰 그레첸 ;브리 알리슨,비디오여행,서울,ulk,moving image,12 cm,No data,eng,"공연예술,매체예술"
NBC202232977,T16555705,시청각자료,탁월함의 그릇 [녹음자료] :  나의 잠재력을 200% 끌어내는 30가지 법칙 /  조현우 원작 ;  이문수 연출,탁월함의 그릇,나의 잠재력을 200% 끌어내는 30가지 법칙,조현우;이문수;이규창,오디언소리,서울,ulk,spoken word,No data,100000.0,kor,경제학
NBC202232977,KMU202205861,시청각자료,탄생 [녹음자료] / 나휘,탄생,No data,손동욱(KAC202083619),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232977,T16652419,시청각자료,"탄소중립이란 무엇인가[비디오녹화자료] . 1편, 기후위기와 탄소중립 / EBS [기획·제작]",탄소중립이란 무엇인가,No data,이유진;한유라;우혜림;최강창민;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,총류
NBC202232977,T16652407,시청각자료,"탄소중립이란 무엇인가[비디오녹화자료] . 2편, 2050 우리가 만들어야 할 미래 / EBS [기획·제작]",탄소중립이란 무엇인가,No data,이유진;한유라;우혜림;최강창민;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,총류
NBC202232977,T16652408,시청각자료,"탄소중립이란 무엇인가[비디오녹화자료] . 3편, 기후위기와 에너지 전환 / EBS [기획·제작]",탄소중립이란 무엇인가,No data,이유진;한유라;우혜림;최강창민;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,총류
NBC202232977,T16686987,시청각자료,"탄소중립이란 무엇인가[비디오녹화자료] . 4편, 기후위기와 모든 것의 전환 / EBS [기획·제작]",탄소중립이란 무엇인가,No data,이유진;한유라;우혜림;최강창민;이비에스,EBS 미디어 [제작],서울,ulk,moving image,12 cm,25700.0,kor,총류
NBC202232977,KVM202300410,시청각자료,탈명검 [비디오녹화자료] : 풍운재기 / 导演: 张萌,탈명검,풍운재기,장멍(KAC202303985);마외;장첨이;명준신;류어교;파랑창작조,액티버스엔터테인먼트 [제공] 에이스미디어 [제작/판매],[서울],ulk,moving image,12 cm,25300.0,chi,"공연예술,매체예술"
NBC202232978,T16168711,시청각자료,탐험왕 엘카노 & 마젤란 [비디오녹화자료] : 위대한 첫 번째 항해 / Ángel Alonso 감독,탐험왕 엘카노 & 마젤란,위대한 첫 번째 항해,Alonso Ángel;Jáuregui Kiko;Beraetxe Iñaki;박상우;석승훈,미디어포유 [제작·판매] 에이원엔터테인먼트 [제공],서울,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232978,T16574068,시청각자료,탑 건 [비디오녹화자료] : 매버릭 /  Joseph Kosinski 감독,탑 건,매버릭,Kosinski Joseph;Cruise Tom;Teller Miles;Connelly Jennifer,해리슨 앤 컴퍼니 [제조·판매]  파라마운트 픽쳐스 [공급],[서울]  ,ulk,moving image,4 3/4 in,No data,eng,"공연예술,매체예술"
NBC202232978,KMU202300434,시청각자료,탑정호 출렁다리 [녹음자료] / 하나영,탑정호 출렁다리,No data,하나영(KAC201905992),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232978,KVM202300385,시청각자료,태백검 [비디오녹화자료] / 编剧 / 导演: 周敬峰,태백검,No data,저우징펑(KAC202303888);한상신;탕군자,액티버스엔터테인먼트 [제공] Cineon Media [제작] Acemedia [판매],[서울],ulk,moving image,12 cm,25300.0,chi,"공연예술,매체예술"
NBC202232978,T16537678,시청각자료,태양 없이 [비디오녹화자료] = Sunless / Chris Marker 감독,태양 없이,No data,Marker Chris ;Delay Florence ;Dombasle Arielle ;마커 크리스 ;델라이 플로랑스 ;돔바슬 아리엘,다온미디어,서울,ulk,moving image,12 cm,No data,eng,"공연예술,매체예술"
NBC202232978,T16207856,시청각자료,태양의 서커스 [비디오녹화자료] : 살탱빵코 / Jacques Payette 감독,태양의 서커스,살탱빵코,Payette Jacques;Arnaoutov Dimitri A;Bazinet René,다온미디어 [제작·판매],서울,ulk,moving image,12 cm,22000.0,eng,"오락,스포츠"
NBC202232978,KMU202206139,시청각자료,택시운전사 [녹음자료] / 강신호,택시운전사,No data,강신호(KAC202301215),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232978,KVM202200756,시청각자료,턴 [비디오녹화자료] : Turn : the street / 더 스트릿 = 각본 / 감독: 임석진,턴,더 스트릿,임석진(KAC201500647);박세준;김종민(KAC2018C3783);마창영(KAC201967350);허인영(KAC201995086);김승훈;홍은기;최연청(KAC202103476);이유진(KAC202103567);자벨린(KAC202103478);권혁진(KAC2021S9697),Kt Alpha [제공] 미디어허브 [제작] 미디어룩 [판매],[서울],ulk,moving image,12 cm,25300.0,kor,"공연예술,매체예술"
NBC202232978,KMU202300206,시청각자료,텅 [녹음자료] / 신안산,텅,No data,신안산(KAC202303735);김광석;박광민;신현권;강윤기;변성용;김원용;최강산;윤정로;김동하;이한진;융스트링,Sin기획 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232978,T16384587,시청각자료,테이크 오프 [녹음자료] = Take off : 치열한 온라인 시장에서 마케팅 차별화를 위한 12가지 법칙 / 이상규 원작 ; 장은아 연출,테이크 오프,치열한 온라인 시장에서 마케팅 차별화를 위한 12가지 법칙,이상규;장은아,오디언소리,서울,ulk,spoken word,No data,20000.0,kor,경제학
NBC202232979,T16151300,시청각자료,텐텐 [비디오녹화자료] / 미키 사토시 감독,텐텐,No data,三木聡;小田切譲;三浦友和;小泉今日子,유케이 미디어[제작],서울,ulk,moving image,12cm,25300.0,jpn,"오락,스포츠"
NBC202232979,KMU202205824,시청각자료,토닥토닥 [녹음자료] / 이창명,토닥토닥,No data,이창명(KAC202300862),RIAK,[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232979,KMU202202852,시청각자료,"토닥토닥 사랑합시다 [녹음자료] / 정자윤, 윤지윤",토닥토닥 사랑합시다,No data,정자윤(KAC2021R6228);윤지윤,RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232979,T16537325,시청각자료,토르 [비디오녹화자료] : 마법 검의 전설 / Eric Cazes 감독,토르,마법 검의 전설,Cazes Eric;Miele-Howell Declan;Schaal David;Steel Violet Tucker;김보나;서반석;홍수정,하은미디어 [제작·판매],서울,ulk,moving image,12 cm,25300.0,kor,"공연예술,매체예술"
NBC202232979,KMU202300414,시청각자료,토요일 언제와 [녹음자료] / 원퍼센트,토요일 언제와,No data,오태석(KAC2018K6022);원퍼센트(KAB201600075),NHN벅스 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232979,T16533483,시청각자료,토토의 천국 [비디오녹화자료] / Jaco Van Dormael 감독,토토의 천국,No data,Van Dormael Jaco;Bouquet Michel;Backer Jo De;Godet Thomas;Perrier Mireille,미디어포유 [제작·판매] 영화사 안다미로 [제공],서울,ulk,moving image,12 cm,25300.0,fre,"오락,스포츠"
NBC202232979,KVM202300491,시청각자료,톰 클랜시의 복수 [비디오녹화자료] / directed by Stefano Sollima,톰 클랜시의 복수,No data,Sollima Stefano(KAC202211248);Appelbaum Josh(KAC2020N8034);Goldsman Akiva(KAC200610143);Jordan Michael B(KAC2020L6364);Nemec André(KAC2020N6198);Sheridan Taylor(KAC202205163);Staples Will,파라마운트 픽쳐스 [공급] 해리슨 앤 컴퍼니 [제조 및 판매],[서울],ulk,moving image,12 cm,22000.0,eng,"공연예술,매체예술"
NBC202232979,T16622036,시청각자료,톰과 제리 [비디오녹화자료] : 눈사람 나라 / 대럴 반 시터스 감독,톰과 제리,눈사람 나라,Van Citters Darrell;Alazraqui Carlos;Brooks Kimberly;D'Auria Joey,해리슨 앤 컴퍼니 [제조·판매],서울,ulk,moving image,12 cm,22000.0,eng,"공연예술,매체예술"
NBC202232979,T16151301,시청각자료,톰소여의 모험 [비디오녹화자료] = The Adventures of Thomasina Sawyer / Brian Brooks II 감독,톰소여의 모험,No data,Brooks II Brian.;Capozzoli Angelina;Rudolph Shay;Donovan Patrick,미디어룩[제작],서울,ulk,moving image,12cm,25300.0,eng,"오락,스포츠"
NBC202232979,KMU202202779,시청각자료,통기타 라이브 best [녹음자료] / 서현민,통기타 라이브 best,No data,서현민(KAC202283051),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202204959,시청각자료,통기타 여행가는 길 [녹음자료] : 2집 / 이혜민,통기타 여행가는 길,2집,이혜민(KAC202260200),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202205878,시청각자료,통기타 학창시절 [녹음자료] : 3집 / 이혜민,통기타 학창시절,3집,이혜민(KAC202260200),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202204685,시청각자료,통기타라이브 [녹음자료] : vol.5 / 박진광,통기타라이브,vol.5,박진광(KAC201718444),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202203066,시청각자료,통도사의 밤 [녹음자료] / 홍연,통도사의 밤,No data,홍연(KAC202284943),오감엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202202471,시청각자료,통영에서의 하루 [녹음자료] / 21세기소년 ; feat. 이소영,통영에서의 하루,No data,이소영;21세기소년(KAB202215090),큐오뮤직 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202202566,시청각자료,"통증이 와요 [녹음자료] / 하윤주, 레마",통증이 와요,No data,하윤주(KAC2021P6733);Rema(KAC2018H4360),사운드프레스 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202300114,시청각자료,"통화연결음 [녹음자료] / 보라미유, 엠제이",통화연결음,No data,보라미유(KAC201904212);엠제이(KAC201743362),카카오엔터테인먼트 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232980,T16597143,시청각자료,퇴근길의 마음 [녹음자료] : 나를 잃지 않으면서 꾸준히 일하는 법에 대하여 / 이다혜 원작 ; 이충헌 연출,퇴근길의 마음,나를 잃지 않으면서 꾸준히 일하는 법에 대하여,이다혜;이충헌,오디언소리,서울,ulk,spoken word,No data,20000.0,kor,기타 언어권 문학
NBC202232980,KMU202206127,시청각자료,퇴근할게요 [녹음자료] / 스웨이,퇴근할게요,No data,스웨이(KAB202200071),3.14 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232980,KMU202205679,시청각자료,퇴사하기 좋은날 [녹음자료] / 머스트비,퇴사하기 좋은날,No data,머스트비(KAB201904224),3.14 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232981,KVM202300510,시청각자료,투 오브 하트 [비디오녹화자료] / yönetmen: Hasan Kıraç,투 오브 하트,No data,Kıraç Hasan(KAC202304518);Gök Fatih;Gül Ahmet;Aras Özge;Birlik Serkan;Senalp Serkan;Soral Hande,스토리제이 [제공] 엘티씨 [제작/판매],[서울],ulk,moving image,12 cm,25300.0,tur,"공연예술,매체예술"
NBC202232981,T16537106,시청각자료,"투모로우 아포칼립스 [비디오녹화자료] / Eric Paul Erickson, Jon Kondelik 감독",투모로우 아포칼립스,No data,Erickson Paul Eric;Kondelik Jon;Berti Joel;Wiggins Jennifer Lee,노바미디어 [제작]  조이앤시네마 [제공] 에이스미디어 [판매],서울,ulk,moving image,12 cm,25300.0,eng,"오락,스포츠"
NBC202232981,T16289688,시청각자료,"투모로우 클라스 [비디오녹화자료]. 제1부, 교육과 기술은 떼려야 뗄 수 없는 시대가 온다 /  장대익 강의",투모로우 클라스,No data,장대익,이씨에스미디어,서울  ,ulk,moving image,12 cm,44000.0,kor,교육학
NBC202232981,T16289614,시청각자료,"투모로우 클라스 [비디오녹화자료]. 제2부, 아이들의 관계가 진화한다 /  장대익 강연",투모로우 클라스,No data,장대익,이씨에스미디어,서울  ,ulk,moving image,12 cm,44000.0,kor,교육학
NBC202232981,KMU202300517,시청각자료,투우 [녹음자료] / 더 바이퍼스,투우,No data,더바이퍼스(KAB201803478),뮤직앤뉴 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232981,KMU202203073,시청각자료,투쟁이야기 [녹음자료] / 가라온,투쟁이야기,No data,가라온(KAC202127480),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232981,T16238894,시청각자료,트랙을 도는 여자 [녹음자료] : 차현지 소설 / 차현지 원작,트랙을 도는 여자,차현지 소설,차현지,오디언소리,서울,ulk,spoken word,No data,No data,kor,기타 언어권 문학
NBC202232981,T16072550,시청각자료,트랜짓 17 [비디오녹화자료] : 바이러스 전쟁 액션 / 가이 블리야트 감독,트랜짓 17,바이러스 전쟁 액션,Bleyaert Guy;Phythian Zara;Charles Lee;Stahl Kimberly,미디어포유 [제작],서울,ulk,moving image,12 cm,25300.0,eng,"공연예술,매체예술"
NBC202232981,T16235757,시청각자료,트랜짓 17 [비디오녹화자료] / Guy Bleyaert 감독,트랜짓 17,No data,Bleyaert Guy ;Phythian Zara,미디어줌 [제작] 풍경소리 [제공],서울,ulk,moving image,4 3/4 in,25300.0,eng,"오락,스포츠"
NBC202232981,KVM202201601,시청각자료,트랩 [비디오녹화자료] / escrita y dirigida por Juan Pablo Blanco,트랩,No data,Blanco Juan Pablo(KAC202235031);Randolph Adrián Pacheco;Pasquel Rodríguez Patricio,씨엠닉스 [제공] 비디오여행 [제작/판매],[서울],ulk,moving image,12 cm,25300.0,spa,"공연예술,매체예술"
NBC202232982,KMU202201700,시청각자료,트레이서 OST [녹음자료] : part.3 / 장희원,트레이서 OST,part.3,장희원(KAC201804317),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,KMU202201698,시청각자료,트레이서 OST [녹음자료] : part.1 / 에이스,트레이서 OST,part.1,에이스(KAB201803500),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,KMU202201697,시청각자료,트레이서 OST [녹음자료] : part.2 / 솔튼페이퍼,트레이서 OST,part.2,엠와이케이(KAC201637417),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,eng,음악
NBC202232982,KMU202201696,시청각자료,트레이서 OST [녹음자료] : part.6 / 수란,트레이서 OST,part.6,수란(KAC201735192),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,KMU202201699,시청각자료,트레이서 OST [녹음자료] : part.5 / 임시완,트레이서 OST,part.5,임시완(KAC201813137),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,KMU202201701,시청각자료,"트레이서 OST [녹음자료] : part.4 / 희진, 진솔",트레이서 OST,part.4,희진(KAC2020R3542);진솔(KAC2018J8382),Dreamus [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,KMU202203326,시청각자료,트로트 명창 [녹음자료] / 엘리,트로트 명창,No data,엘리(KAC2020L2791),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,KMU202205090,시청각자료,트로트는 나의 인생 [녹음자료] / 박인범,트로트는 나의 인생,No data,박인범(KAC2020J1131),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232982,T16583161,시청각자료,트로트는 인생이다 [비디오녹화자료] / 투케이 감독,트로트는 인생이다,No data,투케이;장소영;김경진;김동찬,비디오여행 [제작·판매] kt alpha [제공],서울,ulk,moving image,12 cm,25300.0,kor,"오락,스포츠"
NBC202232982,KMU202204953,시청각자료,트로트세상 가요 한마당 [녹음자료] / 김지향,트로트세상 가요 한마당,No data,김지향(KAC202295879),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232983,KMU202202300,시청각자료,트롯라이브 [녹음자료] / 송영광,트롯라이브,No data,송영광(KAC2019D9851),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232983,KMU202202651,시청각자료,트롯명작 대잔치 [녹음자료] : 2집 디스코편 / 김인수,트롯명작 대잔치,2집 디스코편,김인수(KAC202273133),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232983,KMU202202652,시청각자료,트롯명작 대잔치 [녹음자료] : 1집 트로트편 / 김인수,트롯명작 대잔치,1집 트로트편,김인수(KAC202273133),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232983,KMU202203160,시청각자료,트롯명작 대잔치 [녹음자료] : 3집 : 옛노래편 / 김인수,트롯명작 대잔치,3집 :옛노래편,김인수(KAC202273133),RIAK [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232983,T16537107,시청각자료,트리거 포인트 [비디오녹화자료] / Brad Turner 감독,트리거 포인트,No data,Turner Brad;Pepper Barry;Feore Colm,미디어포유 [제작] 타임앤드스페이스 [제공] 미디어줌 [판매],서울,ulk,moving image,12 cm,25300.0,eng,"오락,스포츠"
NBC202232983,T16609169,시청각자료,트립 투 그리스 [비디오녹화자료] / Michael Winterbottom 감독,트립 투 그리스,No data,윈터버텀 마이클;쿠간 스티브;브라이든 롭,미디어포유,서울,ulk,moving image,12 cm,25300.0,eng,"공연예술,매체예술"
NBC202232983,KVM202300523,시청각자료,트립 투 아메리카 [비디오녹화자료] / directed by Sean Daniel Cunningham,트립 투 아메리카,No data,Cunningham Sean Daniel(KAC202304730);Greenawalt Mary Catherine;Kincaid Emily;Lay Gregory;Levin David Neal,영화사 안다미로 [제공] 미디어포유 [제작/판매],[서울],ulk,moving image,12 cm,25300.0,eng,"공연예술,매체예술"
NBC202232983,T16625188,시청각자료,특별함에 대해 묻다 [비디오녹화자료]: 쿵푸팬더1 / 라온올제 [제작],특별함에 대해 묻다,쿵푸팬더1,라온올제;원은정,Raon올제 [제작],서울,ulk,moving image,12 cm,33000.0,kor,"오락,스포츠"
NBC202232983,T16361328,시청각자료,특송 [비디오녹화자료] / 박대민 감독,특송,No data,박대민,(주)NEW,서울,ulk,moving image,No data,No data,kor,"공연예술,매체예술"
NBC202232983,KMU202205247,시청각자료,틀린그림 [녹음자료] / 99P,틀린그림,No data,99P(KAC2022E5307);Tonliz,코부코 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232984,KMU202204396,시청각자료,틀린그림찾기 [녹음자료] / 슈가볼,틀린그림찾기,No data,슈가볼(KAB201710524),지니뮤직 Stone Music Entertainment [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232984,KMU202300089,시청각자료,티가나 [녹음자료] / 도희밴드,티가나,No data,도희밴드(KAB202222660),아토엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232984,T16649982,시청각자료,티켓 투 파라다이스 [videorecording] / Ol Parker 감독,티켓 투 파라다이스,No data,Parker Ol;Roberts Julia;Clooney George,유니버설픽쳐스,서울,ulk,moving image,12 cm,No data,eng,"오락,스포츠"
NBC202232984,T16585039,시청각자료,티탄 [비디오녹화자료] / Julia Ducournau 감독,티탄,No data,Ducournau Julia;Lindon Vincent;Rousselle Agathe,노바미디어 [제작·판매] 왓챠 [공급],서울,ulk,moving image,12 cm,25300.0,fre,"오락,스포츠"
NBC202232984,T16536296,시청각자료,틸 줄 위의 남자 [녹음자료] : 다니엘 켈만 장편소설 / 다니엘 켈만 원작,틸 줄 위의 남자,다니엘 켈만 장편소설,Kehlmann Daniel,오디언소리,서울,ulk,spoken word,No data,No data,kor,독일문학
NBC202232984,KMU202205547,시청각자료,파.다.코 [녹음자료] / 신재준,파.다.코,No data,션준(KAC2018L6452),RIAK [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232984,KMU202205923,시청각자료,"파도치는 밤, 비는 내리고 [녹음자료] / 소울사람들","파도치는 밤, 비는 내리고",No data,염유리;소울사람들(KAB202215797),NHN벅스 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232984,T16571486,시청각자료,파라노만 [비디오녹화자료] / 샘 펠 ; 크리스 버틀러 [공]감독,파라노만,No data,Fell Sam.;Butler Chris;Kendrick Anna;Smit-McPhee Kodi;Albrizzi Tucker,미디어연가[제작],[서울],ulk,moving image,12 cm,No data,eng,"오락,스포츠"
NBC202232984,KMU202300468,시청각자료,파라다이스 [녹음자료] / 고담동 고양이,파라다이스,No data,고담동 고양이(KAC202304389),뮤즈플랫폼 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232984,KMU202205631,시청각자료,파라다이스 [녹음자료] / 돈테,파라다이스,No data,돈테(KAC202300253),Gatefor [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232985,KMU202205231,시청각자료,파란난쟁이 [녹음자료] / 부즈 사운즈,파란난쟁이,No data,부즈 사운즈(KAC2022E5733),RIAK [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232985,KMU202300126,시청각자료,파랑새 [녹음자료] / 신아린,파랑새,No data,신아린(KAC201908060),우조엔터테인먼트 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232985,T16596887,시청각자료,파로호 [비디오녹화자료] = Drown : 미스테릭 심리 스릴러 / 임상수 감독,파로호,미스테릭 심리 스릴러,임상수;이중옥;김대건;김연교;변중희;공민정;강말금,Cineon Media,서울,ulk,moving image,12 cm,No data,kor,"공연예술,매체예술"
NBC202232985,T16363015,시청각자료,파르티잔 워 [비디오녹화자료] / Roman Shumunov 감독,파르티잔 워,No data,Shomonov Roman;Berenshtein Leonid;Kucherenko Yaroslav,미디어포유 [제작] 라온아이 [제공] 미디어줌 [판매],서울,ulk,moving image,12 cm,25300.0,rus,"오락,스포츠"
NBC202232985,T16033827,시청각자료,파리의 별빛 아래 [비디오녹화자료] = Under the stars of Paris / 클로스 드렉셀 감독,파리의 별빛 아래,No data,Drexel Claus;Frot Catherine;Yaffa Mahamadou,인조인간 [제작·판매] 판시네마 [공급,서울,ulk,moving image,12 cm,25300.0,fre,"공연예술,매체예술"
NBC202232985,KMU202205202,시청각자료,파샤를 위하여 [녹음자료] : 우크라이나를 위한 기도 / 지수현,파샤를 위하여,우크라이나를 위한 기도,지수현(KAC201929123),RIAK [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232985,T16537680,시청각자료,파스퇴르의 이야기 [비디오녹화자료] / William Dieterle 감독,파스퇴르의 이야기,No data,Dieterle William ;Muni Paul ;Hutchinson Josephine ;Louise Anita ;디털리 윌리엄 ;무니 폴 ;헛친슨 조세핀 ;루이즈 애니타,아트시네마,서울,ulk,moving image,12 cm,No data,eng,"공연예술,매체예술"
NBC202232985,T16360062,시청각자료,파이널 리뎀션 [비디오녹화자료] / Lior Geller 감독,파이널 리뎀션,No data,Geller Lior;Damme Jean-Claude van;Rodriguez Elijah,비디오여행 [제작] 이놀미디어 [제공],서울,ulk,moving image,4 3/4 in,25300.0,eng,"오락,스포츠"
NBC202232985,T16555116,시청각자료,파이어 앤 아이스 [비디오녹화자료] / Pitof 감독,파이어 앤 아이스,No data,Pitof;Acker Amy;Wisdom Tom;Rhys-Davies John;Vosloo Arnold,다온미디어 [제작] 다모아엔터테인먼트 [유통],서울,ulk,moving image,12 cm,22000.0,eng,"오락,스포츠"
NBC202232985,T16567352,시청각자료,파이어스타터 [비디오녹화자료] / Keith Thomas 감독,파이어스타터,No data,Thomas Keith;Efron Zac;Armstrong Ryan Kiera,유니버설픽쳐스 [공급] 해리슨앤컴퍼니 [제조],서울,ulk,moving image,4 3/4 in,31900.0,eng,"오락,스포츠"
NBC202232986,KVM202201140,시청각자료,파이프라인 [비디오녹화자료] / 감독: 유하,파이프라인,No data,유하(KAC201208559);이성진(KAC2019D4697);김영준(KAC202086514);황동섭;윤홍준(KAC201999318);김경찬(KAC2019C5055);서인국(KAC201635635);이수혁(KAC2018C8400);음문석(KAC202035748);유승목(KAC201831027);태항호(KAC2020D9441);배유람(KAC2018C7047);배다빈(KAC2020C1845),CJ ENM [공급] 곰픽쳐스 [제공] 아이브엔터테인먼트 [제작],[서울],ulk,moving image,12 cm,25300.0,kor,"공연예술,매체예술"
NBC202232986,KMU202202360,시청각자료,파인애플스튜디오 모음집 [녹음자료] / 파인애플스튜디오,파인애플스튜디오 모음집,No data,파인애플스튜디오(KAB202215081),소리바다 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232986,KMU202202993,시청각자료,파인애플스튜디오 모음집 [녹음자료] / 파인애플스튜디오,파인애플스튜디오 모음집,No data,허공(KAC201722888);파인애플스튜디오,인터파크 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232986,KMU202205181,시청각자료,파인애플스튜디오 모음집 [녹음자료] / 파인애플스튜디오,파인애플스튜디오 모음집,No data,YeG;파인애플스튜디오,Gu Music [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232986,KMU202205182,시청각자료,파인애플스튜디오 모음집 [녹음자료] / 파인애플스튜디오,파인애플스튜디오 모음집,No data,SLY;파인애플스튜디오,Gu Music [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232986,T16369701,시청각자료,팔로우 [비디오녹화자료] / David Robert Mitchell 감독,팔로우,No data,Mitchell David Robert;Monroe Maika,티미디어 [제작] 콘텐츠게이트 [제공],서울,ulk,moving image,4 3/4 in,29700.0,eng,"오락,스포츠"
NBC202232986,T16555117,시청각자료,팔마 [비디오녹화자료] / Aleksandr Domogarov 감독,팔마,No data,Domogarov Aleksandr;Dobronravov Viktor;Basov Leonid;Rost Yuri.,비디오여행 [제작·판매] kt alpha [제공],서울,ulk,moving image,12 cm,25300.0,rus,"오락,스포츠"
NBC202232986,KMU202205336,시청각자료,"팝핀릴건 [녹음자료] / 이건 ; feat. 팝핀현준, c.cle",팝핀릴건,No data,이건(KAC2021S7409);팝핀현준(KAC201622466);씨클(KAC202095521),비손콘텐츠 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
NBC202232986,KMU202300329,시청각자료,"팥빙수 [녹음자료] : track by Yoon / 빌리, 윤종신",팥빙수,track by Yoon,윤종신(KAC201620009);빌리(KAB202200079),카카오엔터테인먼트 [배포],[성남],ggk,performed music,12 cm,No data,kor,음악
NBC202232986,KVM202300511,시청각자료,퍼스트 러브 [비디오녹화자료] / 監督: 堤幸彦,퍼스트 러브,No data,쓰쓰미 유키히코(KAC201202805);시마모토 리오(KAC200709566);아사노 다에코(KAC2020O9511);송정지;장판신인;소림성일랑;기타가와 게이코(KAC2020K9428);중촌륜야;방근경자,미디어캐슬 [제공] 엘티씨 [제작/판매],[서울],ulk,moving image,12 cm,25300.0,jpn,"공연예술,매체예술"
NBC202232987,T16573493,시청각자료,퍼플 레인 [비디오녹화자료] / Albert Magnoli 감독,퍼플 레인,No data,Magnoli Albert;Prince;Kotero Apollonia;Day Morris;Karlatos Olga,다온미디어 [제작] 다모아엔터테인먼트 [유통],서울,ulk,moving image,12 cm,22000.0,eng,"오락,스포츠"
NBC202232987,T16609170,시청각자료,펌킨타임 [videorecording] / 강민구 감독,펌킨타임,No data,강민구;이수민;신현승,엘티씨,서울,ulk,moving image,12 cm,No data,kor,"오락,스포츠"
NBC202232987,KMU202205363,시청각자료,편안한 피아노 자장가 [녹음자료] : 새들의 노래 / 노아피,편안한 피아노 자장가,새들의 노래,노아피(KAC202263048),RIAK [배포],[서울],ulk,performed music,12 cm,No data,zxx,음악
NBC202232987,KMU202204708,시청각자료,편애 [녹음자료] / 박태원,편애,No data,박태원(KAC2018I2113),비스킷 사운드 [배포],[서울],ulk,performed music,12 cm,No data,kor,음악
