출처기관제어번호,자료유형,제목,부제목,저자,발행처,발행지역,발행년,내용유형,크기,본문언어,가격,분야
KSE201500498,연속간행물,(ACTS) 신학저널,No data,아세아연합신학대학교.신학연구소,아세아연합신학대학교 신학연구소,담양,2013-,text,23 cm,kor,12000.0,기독교
KSE201500498,연속간행물,(ACTS) 신학저널,No data,아세아연합신학대학교.신학연구소,아세아연합신학대학교 신학연구소,담양,2013-,text,23 cm,kor,12000.0,기독교
KSE201500498,연속간행물,(ACTS) 신학저널,No data,아세아연합신학대학교.신학연구소,아세아연합신학대학교 신학연구소,담양,2013-,text,23 cm,kor,12000.0,기독교
KSE201500498,연속간행물,(ACTS) 신학저널,No data,아세아연합신학대학교.신학연구소,아세아연합신학대학교 신학연구소,담양,2013-,text,23 cm,kor,12000.0,기독교
KSE201900794,연속간행물,(An) usual,No data,스튜디오봄봄,스튜디오봄봄,서울,2019-,text,24 cm,kor,13500.0,한국문학
KSE201900794,연속간행물,(An) usual,No data,스튜디오봄봄,스튜디오봄봄,서울,2019-,text,24 cm,kor,13500.0,한국문학
KSE201400900,연속간행물,(Ang) bantayan,naghahayag ng kaharian ni Jehova,Watch Tower Bible and Tract Society of Korea,Watch Tower Bible and Tract Society of Korea,안성,-,text,23 cm,tag,No data,기독교
KSE201400900,연속간행물,(Ang) bantayan,naghahayag ng kaharian ni Jehova,Watch Tower Bible and Tract Society of Korea,Watch Tower Bible and Tract Society of Korea,안성,-,text,23 cm,tag,No data,기독교
KSE201400900,연속간행물,(Ang) bantayan,naghahayag ng kaharian ni Jehova,Watch Tower Bible and Tract Society of Korea,Watch Tower Bible and Tract Society of Korea,안성,-,text,23 cm,tag,No data,기독교
KSE200601203,연속간행물,(Asia) 서석문학,No data,아시아서석문학사,아시아서석문학사,광주,2006-,text,22 cm,kor,15000.0,한국문학
KSE200601203,연속간행물,(Asia) 서석문학,No data,아시아서석문학사,아시아서석문학사,광주,2006-,text,22 cm,kor,15000.0,한국문학
KSE200601203,연속간행물,(Asia) 서석문학,No data,아시아서석문학사,아시아서석문학사,광주,2006-,text,22 cm,kor,15000.0,한국문학
KSE200601203,연속간행물,(Asia) 서석문학,No data,아시아서석문학사,아시아서석문학사,광주,2006-,text,22 cm,kor,15000.0,한국문학
KSE201201515,연속간행물,(K-water) 지속가능경영보고서,No data,한국수자원공사.경영관리실.성과경영팀;한국수자원공사.경영관리실.경영혁신부,K-water,대구,-,text,28 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE199900141,연속간행물,(KEEI) 에너지수요전망,No data,에너지경제연구원,에너지경제연구원,의왕,1999-,text,26 cm,kor,No data,경제학
KSE199900141,연속간행물,(KEEI) 에너지수요전망,No data,에너지경제연구원,에너지경제연구원,의왕,1999-,text,26 cm,kor,No data,경제학
KSE199900141,연속간행물,(KEEI) 에너지수요전망,No data,에너지경제연구원,에너지경제연구원,의왕,1999-,text,26 cm,kor,No data,경제학
KSE200401795,연속간행물,(National Human Rights Commission of Korea) Annual report,No data,The Republic of Korea.National Human Rights Commission,National Human Rights Commission,서울,2002-,text,24 cm,eng,No data,정치학
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE201600256,연속간행물,(Nihon go) NHK일어,monthly Japanese listening magazine,시사외국어사,시사외국어사,서울,2016-,text,12 cm,kor,15000.0,일본어
KSE200802709,연속간행물,(The) Asian business lawyer,No data,Korea University.Legal Research Institute,"Legal Research Institute, Korea University",서울,2008-,text,26 cm,eng,No data,경제학
KSE200802709,연속간행물,(The) Asian business lawyer,No data,Korea University.Legal Research Institute,"Legal Research Institute, Korea University",서울,2008-,text,26 cm,eng,No data,경제학
KSE201201073,연속간행물,(The) DGB,DGB금융그룹 사보,DGB금융지주.홍보부,DGB금융지주,대구,2012-,text,28-29 cm,kor,No data,경제학
KSE201201073,연속간행물,(The) DGB,DGB금융그룹 사보,DGB금융지주.홍보부,DGB금융지주,대구,2012-,text,28-29 cm,kor,No data,경제학
KSE201201073,연속간행물,(The) DGB,DGB금융그룹 사보,DGB금융지주.홍보부,DGB금융지주,대구,2012-,text,28-29 cm,kor,No data,경제학
KSE201201073,연속간행물,(The) DGB,DGB금융그룹 사보,DGB금융지주.홍보부,DGB금융지주,대구,2012-,text,28-29 cm,kor,No data,경제학
KSE201201073,연속간행물,(The) DGB,DGB금융그룹 사보,DGB금융지주.홍보부,DGB금융지주,대구,2012-,text,28-29 cm,kor,No data,경제학
KSE201201073,연속간행물,(The) DGB,DGB금융그룹 사보,DGB금융지주.홍보부,DGB금융지주,대구,2012-,text,28-29 cm,kor,No data,경제학
KSE201400918,연속간행물,(The) EMRD,No data,해외자원개발협회,해외자원개발협회,서울,-2021,text,26 cm,kor,No data,경제학
KSE202101128,연속간행물,(The) Green cup,No data,티지씨,티지씨,서울,2021-,text,27 cm,kor,11000.0,"오락,스포츠"
KSE202101128,연속간행물,(The) Green cup,No data,티지씨,티지씨,서울,2021-,text,27 cm,kor,11000.0,"오락,스포츠"
KSE200000914,연속간행물,(The) HRD Review,No data,한국직업능력개발원(KAB201500201),한국직업능력개발원,서울,2000-,text,27 cm,kor,No data,교육학
KSE200000914,연속간행물,(The) HRD Review,No data,한국직업능력개발원(KAB201500201),한국직업능력개발원,서울,2000-,text,27 cm,kor,No data,교육학
KSE200000914,연속간행물,(The) HRD Review,No data,한국직업능력개발원(KAB201500201),한국직업능력개발원,서울,2000-,text,27 cm,kor,No data,교육학
KSE200000914,연속간행물,(The) HRD Review,No data,한국직업능력개발원(KAB201500201),한국직업능력개발원,서울,2000-,text,27 cm,kor,No data,교육학
KSE199800550,연속간행물,(The) Hanyang journal,No data,Hanyang University,Hanyang University,서울,-,text,26-27 cm,eng,No data,교육학
KSE199800550,연속간행물,(The) Hanyang journal,No data,Hanyang University,Hanyang University,서울,-,text,26-27 cm,eng,No data,교육학
KSE199800550,연속간행물,(The) Hanyang journal,No data,Hanyang University,Hanyang University,서울,-,text,26-27 cm,eng,No data,교육학
KSE199800550,연속간행물,(The) Hanyang journal,No data,Hanyang University,Hanyang University,서울,-,text,26-27 cm,eng,No data,교육학
KSE200101250,연속간행물,(The) Hongik tidings,No data,Hongik University,Hongik University,서울,-,text,28-30 cm,eng,No data,교육학
KSE200101250,연속간행물,(The) Hongik tidings,No data,Hongik University,Hongik University,서울,-,text,28-30 cm,eng,No data,교육학
KSE200101250,연속간행물,(The) Hongik tidings,No data,Hongik University,Hongik University,서울,-,text,28-30 cm,eng,No data,교육학
KSE200101250,연속간행물,(The) Hongik tidings,No data,Hongik University,Hongik University,서울,-,text,28-30 cm,eng,No data,교육학
KSE200900780,연속간행물,(The) JBNU Globe,No data,Chonbuk National University;Jeonbuk National University,Chonbuk National University,전주,2009-,text,30 cm,eng,No data,교육학
KSE200900780,연속간행물,(The) JBNU Globe,No data,Chonbuk National University;Jeonbuk National University,Chonbuk National University,전주,2009-,text,30 cm,eng,No data,교육학
KSE200900780,연속간행물,(The) JBNU Globe,No data,Chonbuk National University;Jeonbuk National University,Chonbuk National University,전주,2009-,text,30 cm,eng,No data,교육학
KSE200900780,연속간행물,(The) JBNU Globe,No data,Chonbuk National University;Jeonbuk National University,Chonbuk National University,전주,2009-,text,30 cm,eng,No data,교육학
KSE200701638,연속간행물,(The) KAPS,No data,한국정책학회,한국정책학회,서울,-,text,27 cm,kor,No data,행정학
KSE200701638,연속간행물,(The) KAPS,No data,한국정책학회,한국정책학회,서울,-,text,27 cm,kor,No data,행정학
KSE200701638,연속간행물,(The) KAPS,No data,한국정책학회,한국정책학회,서울,-,text,27 cm,kor,No data,행정학
KSE200701638,연속간행물,(The) KAPS,No data,한국정책학회,한국정책학회,서울,-,text,27 cm,kor,No data,행정학
KSE200102046,연속간행물,(The) Korea TESOL journal,No data,Korea Teachers of English to Speakers of Other Languages (KOTESOL),Korea Teachers of English to Speakers of Other Languages,대전,1998-,text,23 cm,eng,0.0,영어
KSE200102046,연속간행물,(The) Korea TESOL journal,No data,Korea Teachers of English to Speakers of Other Languages (KOTESOL),Korea Teachers of English to Speakers of Other Languages,대전,1998-,text,23 cm,eng,0.0,영어
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201500682,연속간행물,(The) Korea herald,No data,헤럴드미디어,헤럴드미디어,서울,2015-,text,35 mm,eng,129000.0,"신문,저널리즘"
KSE201900220,연속간행물,(The) Korea press yearbook,No data,Korea Press Foundation,Korea Press Foundation,서울,-,text,25 cm,eng,No data,"신문,저널리즘"
KSE199510232,연속간행물,(The) Korean economic review,No data,Korean Economic Association,Korean Economic Association,서울,1985-,text,26 cm,eng,No data,경제학
KSE199510232,연속간행물,(The) Korean economic review,No data,Korean Economic Association,Korean Economic Association,서울,1985-,text,26 cm,eng,No data,경제학
KSE199510176,연속간행물,(The) Korean journal of defense analysis,KJDA,Korea Institute for Defence Analyses,Korea Institute for Defence Analyses,서울,-,text,24-25 cm,eng,No data,행정학
KSE199510176,연속간행물,(The) Korean journal of defense analysis,KJDA,Korea Institute for Defence Analyses,Korea Institute for Defence Analyses,서울,-,text,24-25 cm,eng,No data,행정학
KSE199510176,연속간행물,(The) Korean journal of defense analysis,KJDA,Korea Institute for Defence Analyses,Korea Institute for Defence Analyses,서울,-,text,24-25 cm,eng,No data,행정학
KSE199510176,연속간행물,(The) Korean journal of defense analysis,KJDA,Korea Institute for Defence Analyses,Korea Institute for Defence Analyses,서울,-,text,24-25 cm,eng,No data,행정학
KSE200401656,연속간행물,(The) Korean journal of helicobacter and upper gastrointestinal research,No data,대한 Helicobacter 및 상부위장관 연구학회;대한상부위장관·헬리코박터학회,대한 Helicobacter 및 상부위장관 연구학회,서울,2004-,text,28 cm,kor,No data,의학
KSE200401656,연속간행물,(The) Korean journal of helicobacter and upper gastrointestinal research,No data,대한 Helicobacter 및 상부위장관 연구학회;대한상부위장관·헬리코박터학회,대한 Helicobacter 및 상부위장관 연구학회,서울,2004-,text,28 cm,kor,No data,의학
KSE200401656,연속간행물,(The) Korean journal of helicobacter and upper gastrointestinal research,No data,대한 Helicobacter 및 상부위장관 연구학회;대한상부위장관·헬리코박터학회,대한 Helicobacter 및 상부위장관 연구학회,서울,2004-,text,28 cm,kor,No data,의학
KSE200401656,연속간행물,(The) Korean journal of helicobacter and upper gastrointestinal research,No data,대한 Helicobacter 및 상부위장관 연구학회;대한상부위장관·헬리코박터학회,대한 Helicobacter 및 상부위장관 연구학회,서울,2004-,text,28 cm,kor,No data,의학
KSE199901031,연속간행물,(The) Korean journal of internal medicine,KJIM,Korean Association of Internal Medicine,Korean Association of Internal Medicine,서울,-,text,26-29 cm,eng,No data,의학
KSE199901031,연속간행물,(The) Korean journal of internal medicine,KJIM,Korean Association of Internal Medicine,Korean Association of Internal Medicine,서울,-,text,26-29 cm,eng,No data,의학
KSE199901031,연속간행물,(The) Korean journal of internal medicine,KJIM,Korean Association of Internal Medicine,Korean Association of Internal Medicine,서울,-,text,26-29 cm,eng,No data,의학
KSE199901031,연속간행물,(The) Korean journal of internal medicine,KJIM,Korean Association of Internal Medicine,Korean Association of Internal Medicine,서울,-,text,26-29 cm,eng,No data,의학
KSE199901031,연속간행물,(The) Korean journal of internal medicine,KJIM,Korean Association of Internal Medicine,Korean Association of Internal Medicine,서울,-,text,26-29 cm,eng,No data,의학
KSE199901031,연속간행물,(The) Korean journal of internal medicine,KJIM,Korean Association of Internal Medicine,Korean Association of Internal Medicine,서울,-,text,26-29 cm,eng,No data,의학
KSE201100394,연속간행물,(The) Korean journal of international studies,No data,Korean Association of International Studies,Korean Association of International Studies,서울,-,text,25 cm,eng,80.0,정치학
KSE201100394,연속간행물,(The) Korean journal of international studies,No data,Korean Association of International Studies,Korean Association of International Studies,서울,-,text,25 cm,eng,80.0,정치학
KSE201100394,연속간행물,(The) Korean journal of international studies,No data,Korean Association of International Studies,Korean Association of International Studies,서울,-,text,25 cm,eng,80.0,정치학
KSE199500024,연속간행물,(The) Korean journal of legal medicine,No data,대한법의학회,大韓法醫學會,서울,1977-,text,26-28 cm,kor,No data,의학
KSE199500024,연속간행물,(The) Korean journal of legal medicine,No data,대한법의학회,大韓法醫學會,서울,1977-,text,26-28 cm,kor,No data,의학
KSE199500024,연속간행물,(The) Korean journal of legal medicine,No data,대한법의학회,大韓法醫學會,서울,1977-,text,26-28 cm,kor,No data,의학
KSE199500024,연속간행물,(The) Korean journal of legal medicine,No data,대한법의학회,大韓法醫學會,서울,1977-,text,26-28 cm,kor,No data,의학
KSE199508950,연속간행물,(The) Korean journal of medicine,No data,대한내과학회,대한내과학회,서울,1993-,text,26-28 cm,kor,No data,의학
KSE199508950,연속간행물,(The) Korean journal of medicine,No data,대한내과학회,대한내과학회,서울,1993-,text,26-28 cm,kor,No data,의학
KSE199508950,연속간행물,(The) Korean journal of medicine,No data,대한내과학회,대한내과학회,서울,1993-,text,26-28 cm,kor,No data,의학
KSE199508950,연속간행물,(The) Korean journal of medicine,No data,대한내과학회,대한내과학회,서울,1993-,text,26-28 cm,kor,No data,의학
KSE199508950,연속간행물,(The) Korean journal of medicine,No data,대한내과학회,대한내과학회,서울,1993-,text,26-28 cm,kor,No data,의학
KSE199508950,연속간행물,(The) Korean journal of medicine,No data,대한내과학회,대한내과학회,서울,1993-,text,26-28 cm,kor,No data,의학
KSE201200494,연속간행물,(The) Korean journal of orthodontics,KJO,대한치과교정학회(KAB201700412),Korean Association of Orthodontists,서울,2012-2021,text,28 cm,eng,No data,의학
KSE201200494,연속간행물,(The) Korean journal of orthodontics,KJO,대한치과교정학회(KAB201700412),Korean Association of Orthodontists,서울,2012-2021,text,28 cm,eng,No data,의학
KSE201200494,연속간행물,(The) Korean journal of orthodontics,KJO,대한치과교정학회(KAB201700412),Korean Association of Orthodontists,서울,2012-2021,text,28 cm,eng,No data,의학
KSE201900555,연속간행물,(The) Korean journal of pain,No data,Korean Pain Society,The Korean Pain Society,서울,2019-,text,28 cm,eng,No data,의학
KSE201900555,연속간행물,(The) Korean journal of pain,No data,Korean Pain Society,The Korean Pain Society,서울,2019-,text,28 cm,eng,No data,의학
KSE201900555,연속간행물,(The) Korean journal of pain,No data,Korean Pain Society,The Korean Pain Society,서울,2019-,text,28 cm,eng,No data,의학
KSE201900555,연속간행물,(The) Korean journal of pain,No data,Korean Pain Society,The Korean Pain Society,서울,2019-,text,28 cm,eng,No data,의학
KSE200101436,연속간행물,(The) Korean journal of parasitology,No data,Korean Society for Parasitology;Korean Society for Parasitology and Tropical medicine,Korean Society for Parasitology,서울,2001-,text,26-29 cm,eng,No data,의학
KSE200101436,연속간행물,(The) Korean journal of parasitology,No data,Korean Society for Parasitology;Korean Society for Parasitology and Tropical medicine,Korean Society for Parasitology,서울,2001-,text,26-29 cm,eng,No data,의학
KSE200101436,연속간행물,(The) Korean journal of parasitology,No data,Korean Society for Parasitology;Korean Society for Parasitology and Tropical medicine,Korean Society for Parasitology,서울,2001-,text,26-29 cm,eng,No data,의학
KSE200101436,연속간행물,(The) Korean journal of parasitology,No data,Korean Society for Parasitology;Korean Society for Parasitology and Tropical medicine,Korean Society for Parasitology,서울,2001-,text,26-29 cm,eng,No data,의학
KSE200101436,연속간행물,(The) Korean journal of parasitology,No data,Korean Society for Parasitology;Korean Society for Parasitology and Tropical medicine,Korean Society for Parasitology,서울,2001-,text,26-29 cm,eng,No data,의학
KSE200101436,연속간행물,(The) Korean journal of parasitology,No data,Korean Society for Parasitology;Korean Society for Parasitology and Tropical medicine,Korean Society for Parasitology,서울,2001-,text,26-29 cm,eng,No data,의학
KSE199701200,연속간행물,(The) Korean journal of physiology & pharmacology,KJPP,Korean Physiological Society;Korean Society of Pharmacology,Korean Physiological Society Korean Society of Pharmacology,서울,1997-,text,28-30 cm,eng,No data,의학
KSE199701200,연속간행물,(The) Korean journal of physiology & pharmacology,KJPP,Korean Physiological Society;Korean Society of Pharmacology,Korean Physiological Society Korean Society of Pharmacology,서울,1997-,text,28-30 cm,eng,No data,의학
KSE199701200,연속간행물,(The) Korean journal of physiology & pharmacology,KJPP,Korean Physiological Society;Korean Society of Pharmacology,Korean Physiological Society Korean Society of Pharmacology,서울,1997-,text,28-30 cm,eng,No data,의학
KSE199701200,연속간행물,(The) Korean journal of physiology & pharmacology,KJPP,Korean Physiological Society;Korean Society of Pharmacology,Korean Physiological Society Korean Society of Pharmacology,서울,1997-,text,28-30 cm,eng,No data,의학
KSE199701200,연속간행물,(The) Korean journal of physiology & pharmacology,KJPP,Korean Physiological Society;Korean Society of Pharmacology,Korean Physiological Society Korean Society of Pharmacology,서울,1997-,text,28-30 cm,eng,No data,의학
KSE199701200,연속간행물,(The) Korean journal of physiology & pharmacology,KJPP,Korean Physiological Society;Korean Society of Pharmacology,Korean Physiological Society Korean Society of Pharmacology,서울,1997-,text,28-30 cm,eng,No data,의학
KSE199701622,연속간행물,(The) Korean journal of security affairs,No data,Korea National Defense University.Research Institute on National Security Affairs;Korea National Defense University.Research Institute for National Security Affairs,"Research Institute on National Security Affairs, Korea National Defense University",서울,1996-,text,25 cm,eng,No data,행정학
KSE199701622,연속간행물,(The) Korean journal of security affairs,No data,Korea National Defense University.Research Institute on National Security Affairs;Korea National Defense University.Research Institute for National Security Affairs,"Research Institute on National Security Affairs, Korea National Defense University",서울,1996-,text,25 cm,eng,No data,행정학
KSE201500374,연속간행물,(The) Ocean,KMI magazine,한국해양수산개발원,한국해양수산개발원,서울,2015-,text,29 cm,kor,0.0,지학
KSE199701351,연속간행물,(The) SNU journal of education research,No data,Seoul National University.Educational Research Institute,"Center for Educational Research, Seoul National University",서울,-,text,25-26 cm,eng,No data,교육학
KSE199701351,연속간행물,(The) SNU journal of education research,No data,Seoul National University.Educational Research Institute,"Center for Educational Research, Seoul National University",서울,-,text,25-26 cm,eng,No data,교육학
KSE199701351,연속간행물,(The) SNU journal of education research,No data,Seoul National University.Educational Research Institute,"Center for Educational Research, Seoul National University",서울,-,text,25-26 cm,eng,No data,교육학
KSE199701351,연속간행물,(The) SNU journal of education research,No data,Seoul National University.Educational Research Institute,"Center for Educational Research, Seoul National University",서울,-,text,25-26 cm,eng,No data,교육학
KSE199509876,연속간행물,(The) Sejong times,No data,Sejong University,Sejong University,서울,-,text,27 cm,eng,No data,교육학
KSE199509876,연속간행물,(The) Sejong times,No data,Sejong University,Sejong University,서울,-,text,27 cm,eng,No data,교육학
KSE199509876,연속간행물,(The) Sejong times,No data,Sejong University,Sejong University,서울,-,text,27 cm,eng,No data,교육학
KSE199509876,연속간행물,(The) Sejong times,No data,Sejong University,Sejong University,서울,-,text,27 cm,eng,No data,교육학
KSE199509878,연속간행물,(The) Sogang herald,No data,Sogang University,Sogang University,서울,-,text,26-30 cm,eng,No data,교육학
KSE199509878,연속간행물,(The) Sogang herald,No data,Sogang University,Sogang University,서울,-,text,26-30 cm,eng,No data,교육학
KSE199509878,연속간행물,(The) Sogang herald,No data,Sogang University,Sogang University,서울,-,text,26-30 cm,eng,No data,교육학
KSE199509878,연속간행물,(The) Sogang herald,No data,Sogang University,Sogang University,서울,-,text,26-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE199509890,연속간행물,(The) Yonsei annals,No data,Yonsei University.Annals Publishing Office,"Annals Publishing Office, Yonsei University",서울,-,text,28-30 cm,eng,No data,교육학
KSE201100408,연속간행물,(The) ad,No data,한국광고업협회;한국광고산업협회,한국광고업협회,서울,2011-,text,26-28 cm,kor,No data,경제학
KSE201100408,연속간행물,(The) ad,No data,한국광고업협회;한국광고산업협회,한국광고업협회,서울,2011-,text,26-28 cm,kor,No data,경제학
KSE201100408,연속간행물,(The) ad,No data,한국광고업협회;한국광고산업협회,한국광고업협회,서울,2011-,text,26-28 cm,kor,No data,경제학
KSE202101311,연속간행물,(The) aesthetics,No data,Korean Association for Laser Dermatology and Trichology,"Korean Association for Laser, Dermatology and Trichology",서울,2020-,text,No data,eng,No data,생활과학
KSE202101311,연속간행물,(The) aesthetics,No data,Korean Association for Laser Dermatology and Trichology,"Korean Association for Laser, Dermatology and Trichology",서울,2020-,text,No data,eng,No data,생활과학
KSE202101311,연속간행물,(The) aesthetics,No data,Korean Association for Laser Dermatology and Trichology,"Korean Association for Laser, Dermatology and Trichology",서울,2020-,text,No data,eng,No data,생활과학
KSE201600418,연속간행물,(The) beer post,No data,비어포스트,비어포스트,서울,2015-,text,26 cm,kor,15000.0,화학공학
KSE201001359,연속간행물,(The) bell insight,Korea capital markets league table magazine,머니투데이.더벨,더벨,서울,2010-,text,26 cm,kor,80000.0,경제학
KSE201001359,연속간행물,(The) bell insight,Korea capital markets league table magazine,머니투데이.더벨,더벨,서울,2010-,text,26 cm,kor,80000.0,경제학
KSE201001359,연속간행물,(The) bell insight,Korea capital markets league table magazine,머니투데이.더벨,더벨,서울,2010-,text,26 cm,kor,80000.0,경제학
KSE201700539,연속간행물,(The) bmj & heart,Korean collection,아이엠이디,아이엠이디,서울,-,text,28 cm,kor,No data,의학
KSE201700539,연속간행물,(The) bmj & heart,Korean collection,아이엠이디,아이엠이디,서울,-,text,28 cm,kor,No data,의학
KSE201700539,연속간행물,(The) bmj & heart,Korean collection,아이엠이디,아이엠이디,서울,-,text,28 cm,kor,No data,의학
KSE201700539,연속간행물,(The) bmj & heart,Korean collection,아이엠이디,아이엠이디,서울,-,text,28 cm,kor,No data,의학
KSE201800027,연속간행물,(The) digital ethics,한국인터넷윤리학회 논문지,한국인터넷윤리학회,한국인터넷윤리학회,서울,2017-,text,26 cm,kor,No data,총류
KSE201800027,연속간행물,(The) digital ethics,한국인터넷윤리학회 논문지,한국인터넷윤리학회,한국인터넷윤리학회,서울,2017-,text,26 cm,kor,No data,총류
KSE201501022,연속간행물,(The) international journal of Chinese character studies,IJCCS,3 publication;Koreascholar;The World Association of Chinese Character Studies,3 publication,부산,2015-,text,25 cm,eng,10000.0,기타언어
KSE201501022,연속간행물,(The) international journal of Chinese character studies,IJCCS,3 publication;Koreascholar;The World Association of Chinese Character Studies,3 publication,부산,2015-,text,25 cm,eng,10000.0,기타언어
KSE199509808,연속간행물,(The) journal of East Asian affairs,No data,Research Institute for International Affairs;Institute for National Security Strategy,Research Institute for International Affairs,서울,-,text,23 cm,eng,30000.0,정치학
KSE199509808,연속간행물,(The) journal of East Asian affairs,No data,Research Institute for International Affairs;Institute for National Security Strategy,Research Institute for International Affairs,서울,-,text,23 cm,eng,30000.0,정치학
KSE200701707,연속간행물,(The) journal of Northeast Asian history,No data,Northeast Asian History Foundation,Northeast Asian History Foundation,서울,-,text,23 cm,eng,No data,아시아
KSE200701707,연속간행물,(The) journal of Northeast Asian history,No data,Northeast Asian History Foundation,Northeast Asian History Foundation,서울,-,text,23 cm,eng,No data,아시아
KSE200901191,연속간행물,(The) journal of advanced prosthodontics,No data,대한치과보철학회(KAB201700417),Korean Academy of Prosthodontics,서울,2009-,text,28-29 cm,eng,No data,의학
KSE200901191,연속간행물,(The) journal of advanced prosthodontics,No data,대한치과보철학회(KAB201700417),Korean Academy of Prosthodontics,서울,2009-,text,28-29 cm,eng,No data,의학
KSE200901191,연속간행물,(The) journal of advanced prosthodontics,No data,대한치과보철학회(KAB201700417),Korean Academy of Prosthodontics,서울,2009-,text,28-29 cm,eng,No data,의학
