출처기관제어번호,자료유형,제목,부제목,저자,발행처,발행지역,발행년,내용유형,크기,본문언어,가격,분야
KSE201700578,연속간행물,E2M 전기 전자와 첨단 소재,No data,한국전기전자재료학회,한국전기전자재료학회,서울,2017-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201700578,연속간행물,E2M 전기 전자와 첨단 소재,No data,한국전기전자재료학회,한국전기전자재료학회,서울,2017-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201700578,연속간행물,E2M 전기 전자와 첨단 소재,No data,한국전기전자재료학회,한국전기전자재료학회,서울,2017-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE202000655,연속간행물,EIA review,No data,한국환경정책.평가연구원;한국환경연구원,한국환경정책 평가연구원,세종,2020-,text,28 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE202000655,연속간행물,EIA review,No data,한국환경정책.평가연구원;한국환경연구원,한국환경정책 평가연구원,세종,2020-,text,28 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE202000655,연속간행물,EIA review,No data,한국환경정책.평가연구원;한국환경연구원,한국환경정책 평가연구원,세종,2020-,text,28 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE202000655,연속간행물,EIA review,No data,한국환경정책.평가연구원;한국환경연구원,한국환경정책 평가연구원,세종,2020-,text,28 cm,kor,No data,"공학,공업일반,토목공학,환경공학"
KSE202101651,연속간행물,EMQT,슬기로운 큐티 생활,이엠,이엠,서울,2021-,text,21 cm,kor,6000.0,기독교
KSE202101651,연속간행물,EMQT,슬기로운 큐티 생활,이엠,이엠,서울,2021-,text,21 cm,kor,6000.0,기독교
KSE202101651,연속간행물,EMQT,슬기로운 큐티 생활,이엠,이엠,서울,2021-,text,21 cm,kor,6000.0,기독교
KSE202101651,연속간행물,EMQT,슬기로운 큐티 생활,이엠,이엠,서울,2021-,text,21 cm,kor,6000.0,기독교
KSE201800411,연속간행물,ERIK 인사이트,No data,한국전기산업연구원,한국전기산업연구원,서울,-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201800411,연속간행물,ERIK 인사이트,No data,한국전기산업연구원,한국전기산업연구원,서울,-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201800411,연속간행물,ERIK 인사이트,No data,한국전기산업연구원,한국전기산업연구원,서울,-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE201800411,연속간행물,ERIK 인사이트,No data,한국전기산업연구원,한국전기산업연구원,서울,-,text,26 cm,kor,No data,"전기공학,전자공학"
KSE199902254,연속간행물,ETRI journal,"information, telecommunications & electronics",Electronics and Telecommunications Research Institute,Electronics and Telecommunications Research Institute,대전,-,text,29 cm,eng,No data,기계공학
KSE199902254,연속간행물,ETRI journal,"information, telecommunications & electronics",Electronics and Telecommunications Research Institute,Electronics and Telecommunications Research Institute,대전,-,text,29 cm,eng,No data,기계공학
KSE199902254,연속간행물,ETRI journal,"information, telecommunications & electronics",Electronics and Telecommunications Research Institute,Electronics and Telecommunications Research Institute,대전,-,text,29 cm,eng,No data,기계공학
KSE199902254,연속간행물,ETRI journal,"information, telecommunications & electronics",Electronics and Telecommunications Research Institute,Electronics and Telecommunications Research Institute,대전,-,text,29 cm,eng,No data,기계공학
KSE199902254,연속간행물,ETRI journal,"information, telecommunications & electronics",Electronics and Telecommunications Research Institute,Electronics and Telecommunications Research Institute,대전,-,text,29 cm,eng,No data,기계공학
KSE199902254,연속간행물,ETRI journal,"information, telecommunications & electronics",Electronics and Telecommunications Research Institute,Electronics and Telecommunications Research Institute,대전,-,text,29 cm,eng,No data,기계공학
KSE201501178,연속간행물,EU學 硏究,No data,한국EU학회,한국EU학회,서울,-,text,26 cm,kor,No data,경제학
KSE201501178,연속간행물,EU學 硏究,No data,한국EU학회,한국EU학회,서울,-,text,26 cm,kor,No data,경제학
KSE201501178,연속간행물,EU學 硏究,No data,한국EU학회,한국EU학회,서울,-,text,26 cm,kor,No data,경제학
KSE200401955,연속간행물,EU연구,No data,한국외국어대학교.외국학종합연구센터.EU연구소;한국외국어대학교.EU연구소,한국외국어대학교 외국학종합연구센터 EU연구소,용인,2004-,text,24-25 cm,kor,No data,유럽
KSE200401955,연속간행물,EU연구,No data,한국외국어대학교.외국학종합연구센터.EU연구소;한국외국어대학교.EU연구소,한국외국어대학교 외국학종합연구센터 EU연구소,용인,2004-,text,24-25 cm,kor,No data,유럽
KSE200401955,연속간행물,EU연구,No data,한국외국어대학교.외국학종합연구센터.EU연구소;한국외국어대학교.EU연구소,한국외국어대학교 외국학종합연구센터 EU연구소,용인,2004-,text,24-25 cm,kor,No data,유럽
KSE200401955,연속간행물,EU연구,No data,한국외국어대학교.외국학종합연구센터.EU연구소;한국외국어대학교.EU연구소,한국외국어대학교 외국학종합연구센터 EU연구소,용인,2004-,text,24-25 cm,kor,No data,유럽
KSE202000832,연속간행물,East,No data,강원창조경제혁신센터,강원창조경제혁신센터,춘천,2019-,text,26 cm,kor,0.0,아시아
KSE202000832,연속간행물,East,No data,강원창조경제혁신센터,강원창조경제혁신센터,춘천,2019-,text,26 cm,kor,0.0,아시아
KSE202000832,연속간행물,East,No data,강원창조경제혁신센터,강원창조경제혁신센터,춘천,2019-,text,26 cm,kor,0.0,아시아
KSE202000607,연속간행물,East Asian Buddhist literature,EABL,Dongguk University.Department of East Asian Buddhist Literature,"Department of East Asian Buddhist Literature, Dongguk University",서울,2020-,text,24 cm,eng,No data,기타 언어권 문학
KSE201600591,연속간행물,East Asian economic review,EAER,Korea Institute for International Economic Policy,Korea Institute for International Economic Policy,세종,2016-,text,25 cm,eng,20000.0,경제학
KSE201600591,연속간행물,East Asian economic review,EAER,Korea Institute for International Economic Policy,Korea Institute for International Economic Policy,세종,2016-,text,25 cm,eng,20000.0,경제학
KSE201600591,연속간행물,East Asian economic review,EAER,Korea Institute for International Economic Policy,Korea Institute for International Economic Policy,세종,2016-,text,25 cm,eng,20000.0,경제학
KSE201600591,연속간행물,East Asian economic review,EAER,Korea Institute for International Economic Policy,Korea Institute for International Economic Policy,세종,2016-,text,25 cm,eng,20000.0,경제학
KSE201400161,연속간행물,East Asian mathematical journal,No data,Youngnam Mathematical Society,Youngnam Mathematical Society,경산,-,text,25 cm,eng,No data,수학
KSE201400161,연속간행물,East Asian mathematical journal,No data,Youngnam Mathematical Society,Youngnam Mathematical Society,경산,-,text,25 cm,eng,No data,수학
KSE201400161,연속간행물,East Asian mathematical journal,No data,Youngnam Mathematical Society,Youngnam Mathematical Society,경산,-,text,25 cm,eng,No data,수학
KSE201400161,연속간행물,East Asian mathematical journal,No data,Youngnam Mathematical Society,Youngnam Mathematical Society,경산,-,text,25 cm,eng,No data,수학
KSE201400161,연속간행물,East Asian mathematical journal,No data,Youngnam Mathematical Society,Youngnam Mathematical Society,경산,-,text,25 cm,eng,No data,수학
KSE202000434,연속간행물,Eco healing,No data,산림청;한국산림복지진흥원,산림청 한국산림복지진흥원,대구,2020-,text,28 cm,kor,No data,"농업,농학"
KSE202000434,연속간행물,Eco healing,No data,산림청;한국산림복지진흥원,산림청 한국산림복지진흥원,대구,2020-,text,28 cm,kor,No data,"농업,농학"
KSE202000434,연속간행물,Eco healing,No data,산림청;한국산림복지진흥원,산림청 한국산림복지진흥원,대구,2020-,text,28 cm,kor,No data,"농업,농학"
KSE202000434,연속간행물,Eco healing,No data,산림청;한국산림복지진흥원,산림청 한국산림복지진흥원,대구,2020-,text,28 cm,kor,No data,"농업,농학"
KSE202101426,연속간행물,Education & Travel,No data,뮤레파이앤티,뮤레파이앤티,화성,2021-,text,28 cm,kor,11000.0,일반연속간행물
KSE202101426,연속간행물,Education & Travel,No data,뮤레파이앤티,뮤레파이앤티,화성,2021-,text,28 cm,kor,11000.0,일반연속간행물
KSE200201144,연속간행물,Educational technology international,No data,Korean Society for Educational Technology,Korean Society for Educational Technology,서울,2000-,text,26 cm,eng,No data,교육학
KSE201000640,연속간행물,Elastomers and composites,Formerly Elastomers,한국고무학회,한국고무학회,서울,2010-,text,28 cm,kor,10000.0,화학공학
KSE201000640,연속간행물,Elastomers and composites,Formerly Elastomers,한국고무학회,한국고무학회,서울,2010-,text,28 cm,kor,10000.0,화학공학
KSE201000640,연속간행물,Elastomers and composites,Formerly Elastomers,한국고무학회,한국고무학회,서울,2010-,text,28 cm,kor,10000.0,화학공학
KSE201000640,연속간행물,Elastomers and composites,Formerly Elastomers,한국고무학회,한국고무학회,서울,2010-,text,28 cm,kor,10000.0,화학공학
KSE201301087,연속간행물,Electricity market trends & analysis,annual report,Electricity Market Surveillanc Committee;Korea Power Exchange,Electricity Market Surveillanc Committee Korea Power Exchange,서울,-,text,22x31 cm,eng,No data,기계공학
KSE200501164,연속간행물,Electrolytes & blood pressure,E&BP,Korean Society of Electrolyte & Blood Pressure Research;Korean Society of Electrolyte Metabolism;Korean Society for Electrolyte and Blood Pressure Research,Korean Society of Electrolyte & Blood Pressure Research,구리,2005-,text,28 cm,eng,No data,의학
KSE200501164,연속간행물,Electrolytes & blood pressure,E&BP,Korean Society of Electrolyte & Blood Pressure Research;Korean Society of Electrolyte Metabolism;Korean Society for Electrolyte and Blood Pressure Research,Korean Society of Electrolyte & Blood Pressure Research,구리,2005-,text,28 cm,eng,No data,의학
KSE200600148,연속간행물,Electronic materials letters,EML,Korean Institute of Metals and Materials,Korean Institute of Metals and Materials,서울,2005-,text,28 cm,eng,No data,기계공학
KSE200600148,연속간행물,Electronic materials letters,EML,Korean Institute of Metals and Materials,Korean Institute of Metals and Materials,서울,2005-,text,28 cm,eng,No data,기계공학
KSE200600148,연속간행물,Electronic materials letters,EML,Korean Institute of Metals and Materials,Korean Institute of Metals and Materials,서울,2005-,text,28 cm,eng,No data,기계공학
KSE200600148,연속간행물,Electronic materials letters,EML,Korean Institute of Metals and Materials,Korean Institute of Metals and Materials,서울,2005-,text,28 cm,eng,No data,기계공학
KSE200600148,연속간행물,Electronic materials letters,EML,Korean Institute of Metals and Materials,Korean Institute of Metals and Materials,서울,2005-,text,28 cm,eng,No data,기계공학
KSE200600148,연속간행물,Electronic materials letters,EML,Korean Institute of Metals and Materials,Korean Institute of Metals and Materials,서울,2005-,text,28 cm,eng,No data,기계공학
KSE202101634,연속간행물,"Emotion, cognition, and behavior",No data,대한정서인지행동의학회,대한정서인지행동의학회,부산,2021-,text,No data,kor,No data,의학
KSE202101021,연속간행물,Encephalitis,No data,Korean Encephalitis and Neuroinflammation Society,Korean Encephalitis and Neuroinflammation Society,서울,-,text,No data,eng,No data,의학
KSE202101021,연속간행물,Encephalitis,No data,Korean Encephalitis and Neuroinflammation Society,Korean Encephalitis and Neuroinflammation Society,서울,-,text,28 cm,eng,No data,의학
KSE202101021,연속간행물,Encephalitis,No data,Korean Encephalitis and Neuroinflammation Society,Korean Encephalitis and Neuroinflammation Society,서울,-,text,28 cm,eng,No data,의학
KSE201200929,연속간행물,Endocrinology and metabolism,EnM,대한내분비학회,대한내분비학회,서울,2010-,text,28 cm,kor,No data,의학
KSE201200929,연속간행물,Endocrinology and metabolism,EnM,대한내분비학회,대한내분비학회,서울,2010-,text,28 cm,kor,No data,의학
KSE201200929,연속간행물,Endocrinology and metabolism,EnM,대한내분비학회,대한내분비학회,서울,2010-,text,28 cm,kor,No data,의학
KSE201200929,연속간행물,Endocrinology and metabolism,EnM,대한내분비학회,대한내분비학회,서울,2010-,text,28 cm,kor,No data,의학
KSE201200929,연속간행물,Endocrinology and metabolism,EnM,대한내분비학회,대한내분비학회,서울,2010-,text,28 cm,kor,No data,의학
KSE201200929,연속간행물,Endocrinology and metabolism,EnM,대한내분비학회,대한내분비학회,서울,2010-,text,28 cm,kor,No data,의학
KSE201500531,연속간행물,Endodontics & dantal rehabilitation,No data,대한치과근관치료학회,대한치과근관치료학회,춘천,2015-,text,28 cm,kor,No data,의학
KSE201500531,연속간행물,Endodontics & dantal rehabilitation,No data,대한치과근관치료학회,대한치과근관치료학회,춘천,2015-,text,28 cm,kor,No data,의학
KSE202102017,연속간행물,English reading and teaching,No data,한국영어독서교육학회,한국영어독서교육학회,,-2021,text,No data,kor,No data,영어
KSE202102017,연속간행물,English reading and teaching,No data,한국영어독서교육학회,한국영어독서교육학회,,-2021,text,No data,kor,No data,영어
KSE201700161,연속간행물,Entertainment review,No data,Korea entertainment association,Korea entertainment association,서울,2016-,text,26 cm,eng,No data,예술
KSE201700161,연속간행물,Entertainment review,No data,Korea entertainment association,Korea entertainment association,서울,2016-,text,26 cm,eng,No data,예술
KSE202200272,연속간행물,"Entrepreneurship & environment, social and governance",Entrepreneurship & ESG 연구,단국대학교 부설 글로벌벤처전략연구소.창업인재경영협회,단국대학교 부설 글로벌벤처전략연구소 창업인재경영협회,용인,2021-,text,No data,kor,No data,경제학
